更新日期,平台,鞋款類別,商品名稱,價格,評價,評論數,賣家,賣家穩定度,網路價,優惠,推薦分數,價格說明,資料來源,商品連結
2026-05-21,PChome,未標示,Adidas Samba XLG IE1379 男女 休閒鞋 經典 復古 德訓鞋 焦糖底 厚底 流行 穿搭 黑白,3073,4.5,0,PChome 24h購物,0.9,3073,0%,69.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2Y-A900HNSNF
2026-05-21,PChome,未標示,Adidas 愛迪達 Samba OG KI7433 男女 運動休閒鞋 TAIPEI 台式炸雞排 舒適 米 橘,3073,4.5,0,PChome 24h購物,0.9,3073,0%,69.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J874C
2026-05-21,PChome,未標示,Adidas Samba XLG IE1377 男女 休閒鞋 經典 復古 德訓鞋 焦糖底 厚底 流行 穿搭 白黑,3073,4.5,0,PChome 24h購物,0.9,3073,0%,69.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2Y-A900HNSNH
2026-05-21,PChome,未標示,Adidas Samba OG W KI6264 女 運動休閒鞋 德訓鞋 舒適 銀 白,3073,4.5,0,PChome 24h購物,0.9,3073,0%,69.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J52LR
2026-05-21,PChome,男女通用,休閒鞋 Samba JJJJound 男鞋 女鞋 卡其 棕 麂皮 Tobacco 聯名 愛迪達 ID8709,3080,4.5,0,PChome 24h購物,0.9,3080,0%,69.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J72LE
2026-05-21,PChome,男鞋,德訓鞋 Samba OG 男鞋 海軍藍 奶油黃 復古 麂皮 休閒鞋 焦糖底 ID2056,3180,4.5,0,PChome 24h購物,0.9,3180,0%,68.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IFXV3
2026-05-21,PChome,女鞋,德訓鞋 Samba OG W 女鞋 銀 白 復古 休閒鞋 爆裂紋 JR0035,3180,4.5,0,PChome 24h購物,0.9,3180,0%,68.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IVQ6H
2026-05-21,PChome,女鞋,休閒鞋 Samba OG W 女鞋 Pearl 米白 珍珠 宋雨琦同款 愛迪達 JQ2616,3180,4.5,0,PChome 24h購物,0.9,3180,0%,68.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J93ST
2026-05-21,PChome,未標示,SAMBA OG W 休閒鞋 女 馬毛鞋面 酒紅色-JP5330,3204,4.5,0,PChome 24h購物,0.9,3204,0%,68.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IAR3J
2026-05-21,PChome,女鞋,W Adidas Samba OG Easy Mint 象牙白藍 復古 德訓 休閒鞋 女鞋 IG6048,3237,4.5,0,PChome 24h購物,0.9,3237,0%,68.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IX48M
2026-05-21,PChome,未標示,SAMBA OG x TAIPEI台式炸雞排 男女 休閒鞋 KI7433,3242,4.5,0,PChome 24h購物,0.9,3242,0%,68.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J9VY1
2026-05-21,PChome,未標示,Adidas Samba Home W IH5504 男女 休閒鞋 麵包鞋 舒適 百搭 尼龍 奶茶,3290,4.5,0,PChome 24h購物,0.9,3290,0%,68.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IFS1L
2026-05-21,PChome,未標示,Adidas Samba OG JP5197 男女 運動休閒鞋 德訓鞋 台北限定款 珍珠奶茶 穿搭 舒適 米黑,3321,4.5,0,PChome 24h購物,0.9,3321,0%,68.6,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IAR7M
2026-05-21,PChome,未標示,Adidas 愛迪達 Samba OG W JQ2616 女 運動休閒鞋 德訓鞋 珍珠蕾絲 舒適 米 灰,3389,4.5,0,PChome 24h購物,0.9,3389,0%,68.5,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J87DJ
2026-05-21,PChome,未標示,Adidas Samba OG JQ8835 男女 運動休閒鞋 德訓鞋 復古 舒適 黑 白,3389,4.5,0,PChome 24h購物,0.9,3389,0%,68.5,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J878E
2026-05-21,PChome,未標示,Adidas Samba Og W JI2678 女 運動休閒鞋 德訓鞋 復古 舒適 米白 紫,3490,4.5,0,PChome 24h購物,0.9,3490,0%,68.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IKDQC
2026-05-21,PChome,未標示,Adidas Samba Og W JI2732 女 運動休閒鞋 舒適 棕 橘,3490,4.5,0,PChome 24h購物,0.9,3490,0%,68.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IV9J0
2026-05-21,PChome,未標示,SAMBA OG W 女 休閒鞋 JS1362,3490,4.5,0,PChome 24h購物,0.9,3490,0%,68.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J7S4F
2026-05-21,PChome,男鞋,Adidas Samba OG 平底白色 男鞋 休閒鞋 B75806,3806,4.5,0,PChome 24h購物,0.9,3806,0%,67.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX0W-A900HEKY7
2026-05-21,momo購物網,童鞋,【adidas 愛迪達】SAMBA OG 休閒鞋 運動休閒鞋 德訓鞋 滑板 復古 嬰幼童鞋 - Originals IE3679,1532,5.0,16,momo購物網,0.88,1532,0%,88.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11714146&Area=search&mdiv=403&oid=1_14&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,男女通用,【adidas 愛迪達】SAMBA XLG 運動休閒鞋 德訓鞋 滑板 復古 男鞋/女鞋 - Originals IH2219,1770,4.7,12,momo購物網,0.88,1770,0%,79.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13357358&Area=search&mdiv=403&oid=1_24&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA JANE 休閒鞋 德訓鞋 滑板 復古 女鞋 - Originals JR7338,1770,4.2,4,momo購物網,0.88,1770,0%,64.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14476878&Area=search&mdiv=403&oid=1_6&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,童鞋,【adidas 愛迪達】SAMBA OG 休閒鞋 運動休閒鞋 德訓鞋 滑板 復古 童鞋- Originals IE3677,1840,5.0,11,momo購物網,0.88,1840,0%,87.7,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11714150&Area=search&mdiv=403&oid=1_3&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,男女通用,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 男鞋/女鞋 Originals JR0894,1847,5.0,7,momo購物網,0.88,1847,0%,87.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14572162&Area=search&mdiv=403&oid=1_17&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,男女通用,【adidas 愛迪達】SAMBA ADV 運動休閒鞋 德訓鞋 滑板 男鞋/女鞋 - Originals JR7108,1847,5.0,3,momo購物網,0.88,1847,0%,86.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14709113&Area=search&mdiv=403&oid=1_5&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,未標示,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 女 - Originals JS1351,1847,4.9,14,momo購物網,0.88,1847,0%,85.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14155246&Area=search&mdiv=403&oid=1_8&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 女鞋 - Originals JR8843,1847,5.0,1,momo購物網,0.88,1847,0%,85.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14562997&Area=search&mdiv=403&oid=1_22&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 女鞋 - Originals IH9127,1847,4.9,5,momo購物網,0.88,1847,0%,84.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14708984&Area=search&mdiv=403&oid=1_7&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,男女通用,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 男鞋/女鞋 Originals JR0893,1847,4.9,4,momo購物網,0.88,1847,0%,83.8,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14572158&Area=search&mdiv=403&oid=1_9&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,未標示,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 男/女 - Originals JR0913,1847,4.8,4,momo購物網,0.88,1847,0%,81.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14155093&Area=search&mdiv=403&oid=1_26&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】運動鞋 休閒鞋 女鞋 SAMBA OG W(ID0478&JS1392&JS1391),2052,4.9,48,momo購物網,0.88,2052,0%,86.2,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14716021&Area=search&mdiv=403&oid=1_2&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,未標示,【adidas 愛迪達】休閒鞋 德訓鞋 運動鞋 SAMBA OG W 男女 A-IH6628 B-IH6627 C-IH6815 精選四款,2058,5.0,6,momo購物網,0.88,2058,0%,86.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14968440&Area=search&mdiv=403&oid=1_27&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 女鞋 - Originals KI6264,2078,4.8,9,momo購物網,0.88,2078,0%,81.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14242196&Area=search&mdiv=403&oid=1_15&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 女鞋 - Originals JQ2616,2309,4.8,7,momo購物網,0.88,2309,0%,80.8,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14414346&Area=search&mdiv=403&oid=1_11&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,未標示,【adidas 愛迪達】Samba OG 男女 休閒鞋 運動 經典 復古 Originals 皮革 膠底 白黑(B75806),2342,5.0,59,momo購物網,0.88,2342,0%,88.8,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11937297&Area=search&mdiv=403&oid=1_1&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,未標示,【adidas 愛迪達】Samba OG 男女 休閒鞋 運動 經典 復古 Originals 皮革 膠底 黑白(B75807),2342,5.0,31,momo購物網,0.88,2342,0%,88.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12820769&Area=search&mdiv=403&oid=1_16&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,未標示,【adidas 愛迪達】休閒鞋 運動鞋 SAMBA ADV 男女 A-HQ7541 B-JR7108 C-IH6484,2443,4.2,5,momo購物網,0.88,2443,0%,63.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14902113&Area=search&mdiv=403&oid=1_13&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA ADV 運動休閒鞋 德訓鞋 滑板 復古 女鞋 - Originals IH9052,2509,5.0,7,momo購物網,0.88,2509,0%,86.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14708988&Area=search&mdiv=403&oid=1_23&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,男女通用,【adidas 愛迪達】Originals Samba OG 男鞋 女鞋 白灰黑 焦糖底 德訓鞋 復古 桑巴鞋 休閒鞋 愛迪達 B75806,2599,4.9,57,momo購物網,0.88,2599,0%,85.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11892295&Area=search&mdiv=403&oid=1_12&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA OG 休閒鞋 運動休閒鞋 德訓鞋 滑板 復古 女鞋 - Originals ID0478,2687,5.0,15,momo購物網,0.88,2687,0%,86.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12608660&Area=search&mdiv=403&oid=1_25&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古  女鞋 - Originals JI2725,2687,5.0,5,momo購物網,0.88,2687,0%,85.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13553827&Area=search&mdiv=403&oid=1_20&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA OG 運動休閒鞋 滑板 德訓鞋 復古 女鞋 - Originals IH4003,2687,5.0,2,momo購物網,0.88,2687,0%,84.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15015042&Area=search&mdiv=403&oid=1_18&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,未標示,【adidas 愛迪達】Samba Jane W 女 休閒鞋 復古 麂皮 流行 黑 瑪莉珍(KJ3970),2948,4.5,0,momo購物網,0.88,2948,0%,68.8,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15239632&Area=search&mdiv=403&oid=1_10&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA OG 運動休閒鞋 德訓鞋 滑板 復古 女鞋 - Originals JR0035,2995,5.0,28,momo購物網,0.88,2995,0%,86.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13668833&Area=search&mdiv=403&oid=1_19&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,男女通用,【adidas 愛迪達】SAMBA OG 休閒鞋 運動休閒鞋 德訓鞋 滑板 復古 男鞋/女鞋 - Originals B75806,3490,4.9,190,momo購物網,0.88,3490,0%,85.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11135766&Area=search&mdiv=403&oid=1_21&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,未標示,【adidas 愛迪達】【Homieee】Adidas Originals Samba Jane 瑪莉珍鞋 Adidas HP7130,3580,5.0,1,momo購物網,0.88,3580,0%,82.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0003091/goodsDetail/TP00030910003194
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA JANE 休閒鞋 滑板 德訓鞋 瑪莉珍鞋 復古 女鞋 - Originals KJ3970,3690,5.0,7,momo購物網,0.88,3690,0%,84.2,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15201729&Area=search&mdiv=403&oid=1_4&cid=index&kw=Adidas%2BSamba
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】SAMBA JANE W 女款 休閒鞋 T字 瑪莉珍鞋 德訓鞋 咖啡色 HP7130,3690,5.0,1,momo購物網,0.88,3690,0%,82.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0003906/goodsDetail/TP00039060003414
2026-05-21,momo購物網,女鞋,【adidas 愛迪達】KH7719 adidas originals Samba Mule 舒適貼合 無特殊功能包頭拖鞋 女款 淺米,5450,0.0,0,momo購物網,0.88,5450,0%,50.8,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620011767
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】NIKE BASKETBALL JA3 LET ME BE 男款 李小龍 休閒 籃球鞋 莫蘭特 HF2794-702,3580,0.0,0,momo購物網,0.88,3580,0%,53.8,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0001540/goodsDetail/TP00015400002716
2026-05-21,momo購物網,男鞋,FitVille JetCore Running shoes 慢跑健行鞋 男款 支撐 防滑,2500,0.0,0,momo購物網,0.88,2500,0%,55.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0009144/goodsDetail/TP00091440000006
2026-05-21,momo購物網,男鞋,FitVille FlowCore running shoes V3 男款 慢跑健走鞋 寬楦 空間大 寬腳背,2500,0.0,0,momo購物網,0.88,2500,0%,55.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0009144/goodsDetail/TP00091440000007
2026-05-21,momo購物網,女鞋,FitVille FlowCore running shoes V2 寬楦 跑步健走鞋 女款 舒適,2900,0.0,0,momo購物網,0.88,2900,0%,54.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0009144/goodsDetail/TP00091440000020
2026-05-21,momo購物網,女鞋,FitVille FlowCore running shoes V5 寬楦 跑步健走鞋 女款 舒適,2900,0.0,0,momo購物網,0.88,2900,0%,54.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0009144/goodsDetail/TP00091440000022
2026-05-21,momo購物網,女鞋,FitVille FlowCore running shoes V6 寬楦 跑步健走鞋 女款 舒適,3200,0.0,0,momo購物網,0.88,3200,0%,54.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0009144/goodsDetail/TP00091440000023
2026-05-21,PChome,男鞋,籃球鞋 Jordan One Take 5 PF 男鞋 黑 白 忍者龜 氣墊 XDR大底 FD2336-101,1960,4.5,0,PChome 24h購物,0.9,2280,14%,70.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900J8DKP
2026-05-21,PChome,男鞋,籃球鞋 Jordan Zion 4 PF 男鞋 Mud to Marble 黑 綠 胖虎 錫安 FD0591-007,1960,4.5,0,PChome 24h購物,0.9,2280,14%,70.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900ICULQ
2026-05-21,PChome,男鞋,休閒鞋 Air Jordan 1 Low Bred 男鞋 黑 紅 AJ1 低筒 一代 553558-067,1960,4.5,0,PChome 24h購物,0.9,2280,14%,70.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I9HKC
2026-05-21,PChome,未標示,AIR JORDAN 1 LOW 男女 運動休閒鞋,2015,4.5,0,PChome 24h購物,0.9,2099,4%,70.7,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900IX4G2
2026-05-21,PChome,男鞋,籃球鞋 Jordan Tatum 3 PF 男鞋 Cloud 0 藍 暈染 氣墊 FZ6601-400,2046,4.5,0,PChome 24h購物,0.9,2380,14%,70.7,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900J0L25
2026-05-21,PChome,男鞋,休閒鞋 Air Jordan 1 Low OG 男鞋 深藍 紅 AJ1 一代 低筒 HQ2993-100,2218,4.5,0,PChome 24h購物,0.9,2580,14%,70.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I1SRO
2026-05-21,PChome,童鞋,Nike Air Jordan 12 Retro Winter Triple Black PS 黑色 高筒 喬丹 休閒鞋 運動鞋 中童鞋 BQ6850-001,2228,4.5,0,PChome 24h購物,0.9,2622,15%,70.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IUX3C
2026-05-21,PChome,男鞋,JORDAN FLIGHT COURT 男鞋 籃球鞋 米白色-IB8858141,2246,4.5,0,PChome 24h購物,0.9,2774,19%,70.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900J0I9M
2026-05-21,PChome,男鞋,休閒鞋 Air Jordan 1 Low SE 男鞋 黑綠 Black Cat Mascot AJ1 HM3690-001,2304,4.5,0,PChome 24h購物,0.9,2680,14%,70.3,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IW24H
2026-05-21,PChome,男鞋,籃球鞋 Jordan Luka 3 TB PF 男鞋 白 Team Bank D77 緩衝 運動鞋 FQ7455-106,2390,4.5,0,PChome 24h購物,0.9,2780,14%,70.1,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900IVAPU
2026-05-21,PChome,男鞋,AIR JORDAN 1 LOW 男鞋 籃球鞋 白黑 奶茶-553558153,2426,4.5,0,PChome 24h購物,0.9,2996,19%,70.1,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900J0I16
2026-05-21,PChome,未標示,AIR JORDAN 1 LOW SE 男 籃球鞋 灰藍-HF3148011,2426,4.5,0,PChome 24h購物,0.9,2996,19%,70.1,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900ID4WH
2026-05-21,PChome,女鞋,WMNS AIR JORDAN 1 LOW 女鞋 籃球鞋 黑色 奶茶色-DC0774003,2426,4.5,0,PChome 24h購物,0.9,2996,19%,70.1,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900IUWJ2
2026-05-21,PChome,男女通用,休閒鞋 W Air Jordan 4 RM 男鞋 女鞋 白 銀 喬丹 AJ4  HQ3441-111,2476,4.5,0,PChome 24h購物,0.9,2880,14%,70.0,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IXYAY
2026-05-21,PChome,未標示,JORDAN TATUM 3 PF 男 籃球鞋 塔圖姆 綠黑-HV5912300,2517,4.5,0,PChome 24h購物,0.9,3108,19%,69.9,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900ID4ZG
2026-05-21,PChome,女鞋,Air Jordan 1 Low 灰白 煙灰 小DIOR 男女款 百搭 女鞋 休閒鞋 DC0774-105,2545,4.5,0,PChome 24h購物,0.9,2995,15%,69.9,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2J-A900GI4NJ
2026-05-21,PChome,童鞋,Air Jordan 1 High OG Midnight Navy GS 午夜藍 休閒鞋 大童鞋 FD1437-401,2556,4.5,0,PChome 24h購物,0.9,3008,15%,69.9,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2C-A900HTITL
2026-05-21,PChome,女鞋,休閒鞋 Wmns Air Jordan 1 Low 1代 女鞋 小Dior 喬丹 AJ1 果凍底 白 灰 DC0774-105,2579,4.5,0,PChome 24h購物,0.9,2999,14%,69.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900HIAUP
2026-05-21,PChome,童鞋,Travis Scott x Jordan Jumpman Jack TR Bright Cactus TD 亮色仙人掌	聯名款 倒鉤 小童鞋 FJ2852-102,2642,4.5,0,PChome 24h購物,0.9,3109,15%,69.7,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IP172
2026-05-21,PChome,男鞋,休閒鞋 Air Jordan 23 Retro 男鞋 白 銀 Mid-Autumn Festival FV3621-140,2734,4.5,0,PChome 24h購物,0.9,3180,14%,69.6,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J9WXJ
2026-05-21,PChome,女鞋,WMNS AIR JORDAN 1 LOW 女鞋 籃球鞋 喬丹 黑白 熊貓-DC0774101,2742,4.5,0,PChome 24h購物,0.9,3386,19%,69.6,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900I5DP1
2026-05-21,PChome,女鞋,休閒鞋 W Air Jordan 6 Retro 男女鞋 Pearl 灰 金 喬丹 AJ6 巴黎奧運 DQ4914-074,2820,4.5,0,PChome 24h購物,0.9,3280,14%,69.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JB1K1
2026-05-21,PChome,童鞋,Air Jordan 11 Low Bred 2025 黑白紅 GS 復刻 經典 低筒 女鞋 大童鞋 FV5121-006,2837,4.5,0,PChome 24h購物,0.9,3338,15%,69.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IOKCR
2026-05-21,PChome,童鞋,Air Jordan 1 Retro High OG Self Expression 刮刮樂 全黑 大童鞋 GS FD1437-002,2934,4.5,0,PChome 24h購物,0.9,3452,15%,69.2,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J4KZU
2026-05-21,PChome,男鞋,籃球鞋 Air Jordan 39 XXXIX PF 男鞋 Noir 黑豹 黑 果凍底 HF0371-001,3488,4.5,0,PChome 24h購物,0.9,3488,0%,68.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900J873L
